,TERTIAIRE,INDUSTRIE,AGRICULTURE,INCONNU,departement,year
508,638022.713,539374.108,114797.781,4.683,40,2023
509,387627.254,374846.918,50549.573,332.736,41,2023
510,803767.289,1064035.449,9313.85,148.815,42,2023
511,197541.34,634122.817,24872.57,0.0,43,2023
512,1727433.137,1378549.5929999999,87007.532,409.885,44,2023
513,910127.532,792197.738,62953.724,261.805,45,2023
514,179114.001,205339.533,6979.6939999999995,133.828,46,2023
515,452743.566,388357.512,44895.034999999996,46.991,47,2023
516,84341.162,61453.780999999995,2050.691,0.0,48,2023
517,927545.096,977245.608,143193.386,196.61,49,2023
518,526478.841,609030.638,37101.446,204.959,50,2023
519,901237.62,1131779.318,42922.194,27.528,51,2023
520,218702.251,508007.283,4360.348,106.046,52,2023
521,306568.071,687823.979,29904.782,152.124,53,2023
522,867954.149,506703.76399999997,11841.43,74.579,54,2023
523,204557.201,344407.304,9828.778,9.96,55,2023
524,831058.121,1157775.55,109361.894,399.70300000000003,56,2023
525,519409.139,623326.1699999999,8000.621,85.028,57,2023
526,204571.5,190960.735,9709.859,28.357,58,2023
527,3143692.943,2639827.616,106356.065,359.51800000000003,59,2023
528,760065.767,746752.904,10607.851,266.98199999999997,60,2023
529,279509.835,504239.482,22934.371,212.548,61,2023
530,1621834.561,1937640.28,76604.004,738.325,62,2023
531,825605.059,677387.893,12132.206,100.55,63,2023
532,882631.955,583126.2339999999,21512.915,146.154,64,2023
533,278713.362,135506.282,10420.315,0.0,65,2023
534,639570.02,204072.144,17733.631,126.385,66,2023
535,111217.44,156695.527,8600.345,2.956,67,2023
536,707662.79,644668.3470000001,21904.386,53.422,68,2023
537,2990137.61,1414157.832,14379.08,214.316,69,2023
538,173714.141,335650.765,5424.738,7.704,70,2023
539,615990.286,764396.632,10597.539,191.341,71,2023
540,637511.878,771454.7660000001,55460.207,37.04,72,2023
541,1058189.052,359330.312,5185.638,920.191,73,2023
542,1148069.467,858913.409,11860.992,1378.745,74,2023
543,5356775.268,512061.435,1201.924,3040.026,75,2023
544,1670690.465,1711465.329,44695.966,175.22,76,2023
545,2449751.206,862531.775,28473.524,299.782,77,2023
546,2065325.075,616153.202,10162.508,489.951,78,2023
547,140704.001,106370.02100000001,11482.515,0.0,79,2023
548,597919.034,749107.331,65966.106,242.261,80,2023
549,337487.133,384522.411,14690.766,70.06,81,2023
550,334054.467,165031.473,28412.396,20.598,82,2023
551,1430824.473,237516.585,38523.651,1457.7069999999999,83,2023
552,801970.098,373138.058,32075.284,238.339,84,2023
553,829467.718,1189210.39,82576.683,37.32,85,2023
554,378760.254,195866.98,2548.285,11.496,86,2023
555,443834.018,297274.786,2654.188,0.0,87,2023
556,377382.483,711102.594,12399.735,0.0,88,2023
557,356603.049,531547.141,18066.819,89.859,89,2023
558,143515.422,170346.422,2032.382,66.04599999999999,90,2023
559,2000792.074,704646.074,8350.423,300.787,91,2023
560,3023908.843,783315.817,24.83,882.742,92,2023
561,2888023.636,541712.077,304.308,387.7,93,2023
562,1911015.461,524907.491,547.4110000000001,342.681,94,2023
563,1501710.295,444411.004,3479.226,303.224,95,2023
